Frame Number	Person index	BBox	2D KeyPoints	Root Position	3D KeyPoints	Head Vector	Head Yaw Pitch Roll	Heat Map Points
218	[2]	[[927.4178182437959, 212.99998678106795, 163.22897917000887, 442.0743206122854]]	[[[974.6427001953125, 229.7205047607422], [971.6558837890625, 310.150146484375], [993.0068359375, 324.5354919433594], [1000.606689453125, 404.432861328125], [1018.9227905273438, 459.307373046875], [954.4295043945312, 305.431396484375], [1006.3392944335938, 320.2729797363281], [1051.4486083984375, 308.2140197753906], [989.6970825195312, 445.2048645019531], [987.24169921875, 548.9876708984375], [965.084716796875, 628.7958984375], [952.8919067382812, 431.47161865234375], [960.864013671875, 530.5807495117188], [949.8629150390625, 609.2833862304688], [972.597900390625, 438.2933044433594], [969.6558837890625, 379.3720397949219], [977.703857421875, 282.2678527832031], [1026.205322265625, 474.8342590332031], [1069.62353515625, 301.3337097167969], [995.5186157226562, 628.124755859375], [969.6707763671875, 598.6630249023438]]]	[[99.41012200416596, 341.71382546278636, 5165.408194267828]]	[[[938.182961552808, -1820.0136933205783, -492.3923117456154], [915.3786642692737, -1502.6088142905483, -436.4325911412967], [809.527359841237, -1474.6933283141022, -346.24728341865597], [738.0809460275665, -1173.1065967442755, -257.6485361576088], [647.7788080673511, -921.5382947883533, -340.1147179113712], [1005.3833997149216, -1494.719165173557, -543.5073773870504], [812.3304892319263, -1399.422324103851, -815.8663536303413], [611.9041085932962, -1469.900402003338, -826.7734136071595], [785.1165290775662, -946.6872435414023, -383.7067198273574], [756.5101958404667, -447.84092887590344, -426.6626821278565], [815.7405572813967, -50.93298661798259, -383.8455300586435], [971.3866200140105, -936.9154339615242, -531.682804642308], [907.9437656823093, -446.7979585733925, -600.5437280257868], [922.6648403199945, -57.07965941740039, -554.6603871314666], [871.5702529614287, -941.4200922680225, -461.57084223348204], [901.4531583741275, -1208.316585919446, -439.67453934758527], [901.4302941471228, -1616.9732354772962, -456.3779455334276], [611.9935303298673, -845.5499834445417, -364.9380530420455], [534.4307955752438, -1510.2462763798226, -818.8326372397197], [699.212349956066, -17.520744272239778, -496.06677025133746], [858.7881872342604, -45.983582859466715, -713.6415272224777]]]	[[-0.6789757152227822, -0.007341975478396484, -0.7369879480518667]]	[[-52.583412170410156, 179.31857299804688, -179.7789306640625]]	[[0.5021553672189195, -1.4878707514083982, -0.8633531676257785]]
219	[2]	[[927.6185031228745, 212.9999883482682, 163.27717995888088, 442.0150110743027]]	[[[974.8202514648438, 230.1205596923828], [971.8126831054688, 310.06634521484375], [993.1358032226562, 324.4840087890625], [1000.6197509765625, 404.6586608886719], [1018.9265747070312, 459.6932067871094], [954.9376220703125, 305.59185791015625], [1006.6693725585938, 319.8974609375], [1052.08056640625, 308.22216796875], [989.5662231445312, 445.2010803222656], [987.2528076171875, 549.1113891601562], [965.4078369140625, 628.7007446289062], [953.1449584960938, 431.3592834472656], [961.133544921875, 531.0586547851562], [950.0357666015625, 610.1463012695312], [972.6031494140625, 438.26763916015625], [969.7061157226562, 379.4728088378906], [977.9071044921875, 282.32598876953125], [1026.2127685546875, 475.2846984863281], [1070.240966796875, 301.16412353515625], [996.3281860351562, 628.6040649414062], [970.55224609375, 600.01953125]]]	[[101.72822601681654, 343.1382591286064, 5161.445776774895]]	[[[937.9053261199322, -1820.154256628131, -486.1767134445594], [915.2729598199522, -1503.7555289695388, -431.0786584593101], [809.522889739385, -1475.4749486058445, -340.67844747970156], [738.1045008514058, -1173.0696376265541, -252.5123052143736], [647.8990105953663, -921.3005011684666, -335.5968600301891], [1005.2239626806769, -1495.0029026574512, -538.2183350747757], [812.2068864368342, -1400.1403418955242, -810.6611107312249], [612.7615517407702, -1471.2621114720407, -820.2388053621836], [784.8082550503113, -948.0965471034219, -379.580274240351], [756.4529835629778, -448.3683369673277, -423.2197022301815], [816.0875995055103, -51.89614462301293, -381.53511040019464], [970.8663715980737, -938.6791095449199, -527.9719904835467], [907.4888476146816, -447.12094144625803, -595.2845707000713], [921.6456751217554, -56.92014003634544, -548.8901168937181], [871.2372424517764, -942.9654881065521, -457.520597632877], [901.2309237907085, -1209.3651406981453, -435.23451298634075], [901.5518261421474, -1617.5003877678255, -450.7749191531726], [612.1839355530359, -845.6030901875479, -361.1721878930474], [535.4553373125398, -1511.7663190106982, -811.8107483145878], [695.8158783341237, -19.33437039403286, -491.38964799788124], [855.583644279429, -46.299474182959514, -707.2137051085871]]]	[[-0.6860459094242531, -0.006682245672558852, -0.7302470892083084]]	[[-53.15496063232422, 179.3129425048828, -179.77737426757812]]	[[0.554465458686603, -1.542422917998357, -0.8004120597065076]]
220	[2]	[[927.6548899548216, 212.9999897272684, 163.33277804211275, 441.99380737394813]]	[[[975.2632446289062, 230.29722595214844], [972.3438720703125, 310.2000732421875], [993.4407348632812, 324.8418273925781], [1000.346435546875, 404.9444580078125], [1018.5260620117188, 459.7550964355469], [955.573974609375, 305.56158447265625], [1006.5992431640625, 319.80462646484375], [1052.141845703125, 308.461181640625], [989.3291625976562, 445.4099426269531], [987.2385864257812, 549.0408325195312], [965.535888671875, 628.615234375], [953.2239379882812, 431.2217712402344], [961.0846557617188, 531.2092895507812], [950.0869750976562, 610.4443969726562], [972.537841796875, 438.313232421875], [969.8793334960938, 379.7077941894531], [978.3297729492188, 282.5263977050781], [1025.8265380859375, 475.43670654296875], [1070.3603515625, 301.33489990234375], [996.4951171875, 628.6268310546875], [970.6928100585938, 600.4195556640625]]]	[[104.25763998171797, 344.60020736249214, 5157.392140521032]]	[[[936.8155838734923, -1820.3266529041566, -479.52370195072365], [914.4254667865632, -1504.875598341756, -425.6555339635933], [808.9932024629217, -1476.1522367898976, -334.905242894029], [737.9921491189922, -1173.415786705306, -246.9341438102012], [648.0647562748146, -921.324426443641, -330.48406293642785], [1004.2806551154268, -1495.4301450596881, -533.0786462674029], [812.0292871562282, -1401.0229673240103, -805.5623167803163], [613.4065951979785, -1472.503482739729, -813.6859308902903], [784.5312457893803, -949.249900603509, -375.1296856101765], [756.2950858274767, -448.9128784150783, -419.75832335398263], [816.0753685630845, -52.52064634200676, -379.3223287746774], [970.0821043536173, -940.4086539507758, -524.3533463372044], [906.8779706400857, -447.4680254504374, -590.261471300518], [920.6989055126686, -56.97123018156389, -542.8305114036054], [870.7605032585664, -944.3382013007069, -453.37544505830226], [900.6379343444065, -1210.271395097459, -430.7524591984463], [900.9513361109938, -1618.0063362431033, -444.93882139628244], [612.4331022007813, -845.7871932381165, -356.6309261034147], [536.1471905876354, -1513.2768103234841, -804.3833917457235], [691.992701641723, -20.812094160945, -486.96401335023165], [852.4011232504865, -46.773901389401786, -700.7118006990394]]]	[[-0.6953046876098459, -0.005845982862173345, -0.7212764073046729]]	[[-53.8961181640625, 179.3092803955078, -179.77822875976562]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
221	[2]	[[927.6320744180146, 212.99999094277632, 163.38768521802785, 441.98706761744063]]	[[[975.7691650390625, 230.62237548828125], [973.1683959960938, 310.22625732421875], [994.017333984375, 324.6531066894531], [1000.8030395507812, 404.8283386230469], [1018.6007690429688, 459.73468017578125], [956.5694580078125, 305.84735107421875], [1008.8032836914062, 321.1547546386719], [1052.8101806640625, 308.5111999511719], [989.195068359375, 445.4494323730469], [987.287109375, 549.20556640625], [964.8082275390625, 628.349609375], [953.2891235351562, 431.3812255859375], [961.5216674804688, 530.8349609375], [949.8690185546875, 609.8452758789062], [972.5345458984375, 438.3786315917969], [969.9234619140625, 379.8232727050781], [979.1984252929688, 282.381103515625], [1025.8111572265625, 475.40472412109375], [1070.1068115234375, 301.1900939941406], [996.3709106445312, 628.310791015625], [970.79052734375, 599.7420654296875]]]	[[106.67329615155779, 345.0340400569893, 5156.334803020216]]	[[[937.8206224475591, -1820.1414814545647, -476.7783754667615], [914.9265376713524, -1506.098345284651, -423.93771596846545], [809.8454683750559, -1477.05385498741, -332.5344355731336], [739.1292501839737, -1173.9100823455256, -244.36521344877823], [649.3657906001766, -921.5173276371547, -327.6387279454884], [1004.6994144993187, -1495.3385243841717, -531.9643068248555], [811.6035326005756, -1400.6413032977523, -802.952796418909], [615.5796204223756, -1474.0595683006482, -807.7061614355612], [785.1720957656516, -950.9267977341856, -373.52182632544566], [756.6033480710616, -449.3440555128577, -419.0162112864999], [817.9826977676394, -52.79550460822318, -380.2630975454164], [970.6451014208707, -942.24513503886, -523.7058075310964], [906.1960096573633, -447.53131770612856, -588.4185232992193], [919.9670568003056, -56.85264751068121, -539.4955855443924], [871.3524973035115, -946.0107607731852, -452.1645640092366], [901.6179941906648, -1211.3317816287188, -429.137600882275], [902.0410090025655, -1618.6253979071137, -443.1691552641444], [613.8006237252333, -846.283661602863, -354.34404270659024], [539.2976464030161, -1515.6893229715652, -796.1317505611374], [689.193559186279, -22.482424097092792, -485.37775295573294], [849.3579838701829, -47.4289385975024, -696.8021656827025]]]	[[-0.7080319334433324, -0.004388731819300542, -0.7083826131682994]]	[[-54.9589729309082, 179.27366638183594, -179.76217651367188]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
222	[2]	[[927.7990759637669, 213.66085955507117, 163.23012805121994, 441.3248561695683]]	[[[976.868896484375, 230.88427734375], [973.57958984375, 310.8165588378906], [994.1954345703125, 325.0634765625], [1001.5634155273438, 404.74896240234375], [1018.7597045898438, 459.7051086425781], [957.0453491210938, 306.2850036621094], [1010.4285888671875, 323.5479431152344], [1053.2967529296875, 309.41107177734375], [988.5823364257812, 445.8529052734375], [987.2598876953125, 549.2435302734375], [965.380126953125, 628.3792724609375], [952.9467163085938, 431.7598876953125], [961.0586547851562, 531.3170776367188], [950.093994140625, 610.3865966796875], [972.103759765625, 438.8209228515625], [969.7567138671875, 380.2083435058594], [979.6950073242188, 282.7182922363281], [1025.7181396484375, 475.60479736328125], [1068.99853515625, 301.4817810058594], [996.1692504882812, 628.2217407226562], [971.1187133789062, 600.3836059570312]]]	[[109.31113436226251, 346.6428031961483, 5151.861354673936]]	[[[935.7818080074383, -1819.6321991420916, -470.7895112303035], [913.1930273452417, -1506.5102567720458, -419.47151550726363], [808.7294387621426, -1477.6573247492388, -326.83984342231173], [738.250857517003, -1174.5501301472536, -240.11148061927804], [649.1682982650259, -921.6477234225383, -322.6701631759719], [1002.580554068291, -1494.640813561937, -528.4520753437173], [806.5137319216593, -1398.234187239253, -796.4047876800696], [614.4483866792557, -1475.7885445972609, -794.2855963754234], [785.3169445032514, -951.8948081205239, -368.3719877586379], [756.4601314439848, -449.68166488068374, -415.5298209587758], [818.4358980216506, -53.67423473419276, -378.4934227337636], [969.8443815758808, -943.430244142509, -519.9747483196579], [905.048803033641, -447.68650304045775, -582.5431572452936], [918.8574996769368, -57.120887177000554, -532.2066976110697], [871.0253944692893, -946.9874054665221, -447.6317925844403], [901.0222818634903, -1211.867391864815, -424.4471579234248], [900.5592570783734, -1618.801516657776, -438.7046070606078], [613.882731195495, -846.3754136098273, -349.87375011968794], [540.5592842394764, -1519.035958066945, -778.5280049703175], [686.1100051847353, -24.152498317182623, -481.46896164269805], [844.9843814843626, -47.73294291917665, -688.8890764185475]]]	[[-0.7271054229323297, -0.0024759076918932682, -0.6879681439842278]]	[[-56.55342483520508, 179.24227905273438, -179.74301147460938]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
223	[2]	[[927.8130663047548, 213.90979244762002, 163.2171781572879, 441.0765242944509]]	[[[977.9676513671875, 231.5213165283203], [975.23388671875, 311.3176574707031], [995.0362548828125, 324.9851379394531], [1000.998779296875, 403.999267578125], [1019.0767211914062, 459.0472106933594], [958.5481567382812, 307.2416687011719], [1011.2146606445312, 324.12347412109375], [1053.0750732421875, 309.6415100097656], [989.0704345703125, 446.36358642578125], [987.8031616210938, 548.9261474609375], [965.895263671875, 628.3064575195312], [953.5883178710938, 432.51165771484375], [961.118896484375, 531.9264526367188], [950.097412109375, 610.791748046875], [972.6017456054688, 439.46441650390625], [970.7297973632812, 380.4571838378906], [980.997802734375, 282.8840637207031], [1026.2991943359375, 475.18463134765625], [1069.7955322265625, 301.4772033691406], [996.3895874023438, 628.7671508789062], [971.2571411132812, 601.4878540039062]]]	[[110.37832678927275, 348.00227291453575, 5147.979525106872]]	[[[931.4657060811302, -1818.6023585693263, -467.2783966564426], [909.0154407681846, -1505.9251181522325, -417.2226348855363], [805.7891273135901, -1477.7630124766877, -323.133769976226], [737.022402947485, -1175.1217895226473, -237.43489906745154], [648.3076278323177, -922.1626109229851, -320.07553751835894], [997.930137946311, -1493.4739982859442, -527.0185514470628], [800.6502446575208, -1395.744980815065, -792.7775682342973], [611.4389065910383, -1475.886342646109, -786.0532635650136], [784.7728643354433, -951.5539136983908, -364.49709321261093], [755.4475501785763, -450.2960891706479, -413.34147365459296], [817.3789290460217, -55.09728751792544, -376.24487100893384], [968.1352819805829, -943.257420976164, -516.7029975930303], [903.7463460182943, -448.1460464550743, -577.6054967405956], [917.7267230993742, -57.8371928591642, -527.2410655011199], [869.9278018260369, -946.6627930944024, -444.0367706965266], [898.9269794306853, -1211.4637109655541, -421.27012611080124], [896.6862993082548, -1618.507980761268, -436.89526569244083], [613.0734584360972, -846.3785272625057, -347.2622739333164], [538.9227775248687, -1520.3749009367934, -768.297199899345], [684.8925619943611, -24.78286590675042, -478.4451009903017], [842.4039202295038, -47.542850291800384, -683.173498091192]]]	[[-0.7489758793426959, -0.00020259095715713688, -0.6631590731200249]]	[[-58.410606384277344, 179.20114135742188, -179.753173828125]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
224	[2]	[[928.129629268969, 213.33954374002758, 163.55992611611828, 441.6479717433642]]	[[[978.79052734375, 232.7890167236328], [976.1138916015625, 311.88250732421875], [995.5059814453125, 324.06927490234375], [1001.1512451171875, 402.0350341796875], [1019.669921875, 458.505615234375], [958.83203125, 308.2763366699219], [1012.1464233398438, 324.1494140625], [1052.58203125, 309.88330078125], [989.871826171875, 446.88104248046875], [988.2124633789062, 548.61962890625], [965.7767944335938, 628.3921508789062], [953.585205078125, 433.81158447265625], [961.6585693359375, 532.0619506835938], [949.72802734375, 610.748046875], [972.9925537109375, 440.4100036621094], [971.1048583984375, 380.48345947265625], [981.8043212890625, 282.4552307128906], [1027.115234375, 474.9539489746094], [1069.82421875, 301.72296142578125], [995.8025512695312, 629.0968627929688], [971.1618041992188, 601.9295043945312]]]	[[110.35919921173252, 348.93794788007125, 5145.241907385988]]	[[[929.7138751812403, -1815.753807672606, -472.723635582546], [906.4740722400089, -1503.77162093818, -420.4027428794595], [804.7017139449933, -1477.6348566741099, -324.26265330130025], [737.2583609120579, -1176.9783076394401, -237.08884786158308], [647.9831638433211, -923.540708922988, -318.25069972364474], [995.729925386519, -1490.465578238122, -530.6976618258725], [796.0652862823541, -1392.3082495882313, -793.3376049336388], [611.3104743039161, -1474.8572746468924, -784.0574688707248], [784.4745674198483, -950.5039294142541, -362.04805493368383], [754.6926410053026, -450.93092128821337, -412.6417867017993], [816.7754104067976, -56.22545622375803, -374.41100100534686], [967.5596650980046, -941.567517107326, -513.9796976300223], [902.8566697461439, -448.42508793975367, -574.2285342086071], [917.45643762652, -58.64690807702894, -524.0240651317982], [869.4844363855206, -945.209109852437, -441.532307563202], [898.0556860401518, -1210.604702426772, -420.20499415530355], [894.8466914557005, -1617.5801171110265, -441.31531309590434], [612.487924523196, -847.1801533550707, -345.2074620233112], [539.6089321742389, -1520.6370679246936, -764.1410378472888], [685.064443654251, -25.208885378302117, -476.34284451995603], [841.1749819705963, -47.22061004349178, -679.8781999248788]]]	[[-0.7712892286513877, 0.0014525662201082168, -0.6363029200822774]]	[[-60.36423873901367, 179.2599334716797, -107.91158294677734]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
225	[2]	[[928.3848585785613, 213.78236496801193, 163.55068247368968, 441.2064525993733]]	[[[980.5860595703125, 232.93812561035156], [976.5745849609375, 311.7225646972656], [996.0894775390625, 323.7957458496094], [1001.5738525390625, 402.2079162597656], [1020.4629516601562, 458.159423828125], [958.8235473632812, 308.1763916015625], [1012.8226318359375, 325.3514404296875], [1052.09423828125, 310.3418884277344], [990.1541748046875, 447.4642028808594], [989.0831298828125, 549.4028930664062], [965.0283813476562, 628.912353515625], [953.355712890625, 434.32098388671875], [961.6305541992188, 532.1356201171875], [949.3147583007812, 609.5424194335938], [973.0668334960938, 440.9610290527344], [970.9739990234375, 380.7098388671875], [982.8279418945312, 282.2967529296875], [1028.2041015625, 474.5816955566406], [1069.603271484375, 301.8509826660156], [995.5692749023438, 628.822265625], [969.840576171875, 599.9395751953125]]]	[[109.53373332833655, 348.82283290682324, 5145.506335897443]]	[[[928.9679064782861, -1813.1382592985856, -481.1902310843695], [905.7919086718841, -1502.0799261973318, -426.2426828076512], [805.2510284862146, -1478.490361934513, -328.45618287483495], [738.5224511304021, -1179.3467367314781, -240.40885641929992], [648.0289307359697, -925.2906591332662, -320.6524462798584], [995.7560798333711, -1487.4675425966318, -536.4859247207603], [792.4123437513107, -1387.2988320679362, -797.0619642057079], [613.5730763966358, -1472.935305060359, -787.2394080567699], [784.9607880098882, -949.3207217758855, -362.4190933315171], [753.710420095168, -450.8373250318899, -413.7681697336954], [817.1224878771802, -56.435873499962675, -373.72756907525445], [968.457663131291, -938.9543325435161, -513.8421971555409], [902.7328292083748, -447.9452004321465, -573.4947684359959], [918.4290290988249, -58.7436671294473, -525.1629851542866], [870.1385595982255, -943.221986881358, -441.77858320380085], [898.9927491827652, -1209.761266836953, -422.1040070067914], [894.4512308751767, -1617.1855082282657, -448.5926048308693], [611.9356717644995, -848.3892926649497, -347.4232157218642], [542.57029877696, -1520.3474211230941, -765.6094059042874], [685.8009349480077, -25.462371838504634, -475.7611633641829], [842.1660921357528, -46.836347450850454, -680.9560728324034]]]	[[-0.7972794293316341, 0.00342815163103551, -0.6027578584181843]]	[[-62.7509651184082, 179.3661651611328, -36.14094543457031]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
226	[2]	[[927.9752287116287, 213.28744244271675, 164.04844910157522, 442.36375662228374]]	[[[984.1610107421875, 233.33743286132812], [977.909912109375, 311.79302978515625], [996.1282348632812, 322.8158264160156], [1001.280029296875, 401.0284729003906], [1020.9425048828125, 458.5796813964844], [960.2671508789062, 307.94854736328125], [1013.1185913085938, 327.62774658203125], [1050.85302734375, 310.1717529296875], [990.396240234375, 447.1112976074219], [992.0724487304688, 548.17578125], [968.1480102539062, 626.5643920898438], [954.2980346679688, 434.55572509765625], [962.3533325195312, 533.076416015625], [950.3511352539062, 611.6854858398438], [973.867919921875, 440.96112060546875], [972.4022827148438, 380.6133117675781], [984.479248046875, 282.0505065917969], [1029.0869140625, 475.4029846191406], [1067.949462890625, 301.2677001953125], [997.250732421875, 628.7464599609375], [972.3854370117188, 604.5505981445312]]]	[[110.55884833084772, 350.8665903884454, 5139.619946789602]]	[[[921.2747753966387, -1810.798292820642, -483.6237879937659], [900.9104112584961, -1500.5309589405301, -426.34371504507607], [802.6171067647945, -1479.6612135124958, -326.90412605578814], [737.3393840302883, -1182.5286246402022, -237.13237091891244], [645.0903760683065, -927.3911302426176, -315.51423641169634], [991.601555294715, -1485.579708634101, -536.2374021594708], [786.8824479785486, -1382.1231285154067, -794.5294581413985], [614.1067018893572, -1471.0247401448312, -785.9667309840404], [782.6116586350503, -948.814575991997, -357.4624588914411], [749.0025305884803, -452.4600515589685, -412.2557542990184], [813.8304530290609, -59.218595805201296, -371.8928939086999], [965.972183891134, -937.2907924543612, -508.65758915316593], [900.27169006206, -449.00014438432174, -565.0164813656031], [916.4999859333429, -60.803653527416884, -516.9036728608619], [867.5183172628881, -942.006310455078, -436.7630743285805], [895.6284658931238, -1209.5721174935136, -418.6517490097279], [889.3072673588841, -1617.1392162693178, -449.29893635251267], [608.1248933627243, -849.8607533780188, -341.7945863722199], [543.2554637843552, -1520.126351854401, -762.2804316922643], [684.6375796069611, -25.66072576089771, -473.7858134561554], [838.9565536846403, -46.174675848199634, -672.0270372207499]]]	[[-0.823475179625943, 0.004639691335066814, -0.565066420493099]]	[[-65.24540710449219, 107.6670150756836, 35.498924255371094]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
227	[2]	[[927.6834993952777, 213.0989979886074, 164.36845028989455, 442.80187145131845]]	[[[986.4825439453125, 233.67337036132812], [978.317626953125, 311.7830505371094], [996.8685913085938, 322.41766357421875], [1001.4354248046875, 400.0760803222656], [1021.6700439453125, 459.6963806152344], [959.9222412109375, 307.5464172363281], [1012.0279541015625, 327.4947814941406], [1049.277099609375, 309.74835205078125], [992.091552734375, 445.6762390136719], [995.9364013671875, 546.780517578125], [968.4527587890625, 625.6758422851562], [955.8059692382812, 434.0492858886719], [963.5801391601562, 533.3854370117188], [949.334716796875, 612.8218383789062], [975.3065185546875, 440.0759582519531], [973.9677124023438, 380.03564453125], [985.1397094726562, 282.6316223144531], [1029.7498779296875, 476.90240478515625], [1066.6165771484375, 301.196044921875], [998.215087890625, 628.5737915039062], [971.6382446289062, 606.7645874023438]]]	[[111.58725264351047, 353.48170338172446, 5132.063182353271]]	[[[917.1907249322198, -1808.2090711988435, -487.5790898491294], [899.6173087611485, -1499.693565943426, -425.9321717228373], [803.1601699899674, -1482.1164439871184, -325.1026375152025], [739.210393052696, -1188.176628286529, -230.60458702800213], [643.3121610137342, -931.4119608732163, -304.96307440250786], [991.5579330521969, -1484.2808243298718, -534.729510251824], [787.3712895948735, -1378.8088615961908, -791.9780822636227], [620.6076895271055, -1469.4485316386747, -789.4141754891651], [780.5268665358537, -951.2181015067711, -351.08481182710426], [741.8756586548461, -456.56713619984777, -410.3539846127134], [810.6211212101094, -63.73749168696377, -368.459593569517], [963.8546676917678, -936.9516140502263, -501.98918545000595], [897.0438319646571, -450.7196320497463, -555.3599825724647], [915.409145602656, -62.43519438488496, -506.9691332079821], [865.3625191297673, -942.9405179570551, -430.0976885216593], [893.5466259809218, -1210.9517007755362, -413.77656670555353], [887.895386314641, -1617.0524824128718, -449.7565921906795], [605.0554627696007, -853.7073960116428, -329.54058391461353], [548.4267000683474, -1519.426702491278, -765.8685280490885], [681.9487999261839, -28.021246356845996, -468.59443211956085], [836.0745312990994, -45.189364992090916, -659.1791458611907]]]	[[-0.8491168382836386, 0.005104268221454144, -0.5231973499412212]]	[[-67.9312515258789, 36.249473571777344, 106.8580322265625]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
228	[2]	[[927.8098677739881, 213.02777187553272, 164.24789091276398, 441.644358904496]]	[[[989.1974487304688, 232.39724731445312], [978.6495971679688, 311.077880859375], [997.0614624023438, 322.1554260253906], [1002.2412109375, 401.3630065917969], [1022.6963500976562, 459.6040954589844], [961.023193359375, 305.99102783203125], [1010.5405883789062, 325.6778869628906], [1049.0924072265625, 308.4695129394531], [992.5903930664062, 445.7420349121094], [999.03564453125, 547.7005615234375], [969.3876342773438, 626.6793212890625], [957.0224609375, 433.7519836425781], [964.755615234375, 533.1972045898438], [948.8633422851562, 611.621826171875], [976.0029907226562, 439.9081726074219], [974.6104125976562, 380.1112060546875], [986.5282592773438, 282.5125427246094], [1031.5439453125, 476.2120666503906], [1066.7796630859375, 300.5820007324219], [998.9032592773438, 629.7257690429688], [969.367919921875, 604.5715942382812]]]	[[111.77865575048884, 355.0485217670965, 5127.49848681898]]	[[[911.6335538264367, -1808.1635951688063, -486.3556693675778], [899.3494267020053, -1500.5548463676662, -421.7954514221122], [804.3430713017445, -1485.0574517651721, -321.3193570301951], [740.2019455890182, -1191.8005428119918, -225.26374151398758], [641.4739521046655, -933.4776979396395, -298.7594655530877], [991.934499936277, -1485.8302577326176, -530.1354386139718], [790.3127982662407, -1377.9679949956646, -788.4104986719008], [627.362586201709, -1470.063656135495, -790.5630991836996], [778.9786933324773, -953.2312392790888, -347.076734894894], [732.7743825457975, -458.8249701566087, -411.25880007512023], [807.1345566920871, -66.91953420007206, -366.15333425955936], [962.0383007487493, -936.7474952368615, -498.4541606452249], [893.8609289827652, -450.9429228548069, -552.0665420166723], [915.6116438704228, -63.688487959894736, -501.55385432950885], [863.716777988642, -943.7683362957482, -426.2489510045179], [892.1351746240888, -1212.3392223675255, -409.41252239719597], [886.2008966640152, -1618.1264201986837, -445.6938896276094], [601.5973555589169, -855.9942630640303, -322.66365831810464], [554.341305706859, -1520.1079521232127, -766.7771771063448], [679.0331630104683, -28.984260808779222, -465.7739163075366], [836.7228969638605, -44.37367368286968, -653.1421889869497]]]	[[-0.8758792626973867, 0.005612090649133451, -0.4730715950659997]]	[[-71.03692626953125, -34.76836013793945, 177.8306427001953]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
229	[2]	[[928.5826050118187, 213.66286221098923, 164.13408559674417, 439.8813558014574]]	[[[991.291748046875, 232.4666290283203], [978.724853515625, 311.4683532714844], [997.4437866210938, 321.5683288574219], [1002.7112426757812, 400.8919982910156], [1022.2470092773438, 459.52642822265625], [960.5316772460938, 306.3770446777344], [1013.0668334960938, 324.46868896484375], [1050.7945556640625, 308.47412109375], [993.3287963867188, 447.1284484863281], [1004.39306640625, 546.8397216796875], [972.793212890625, 624.9318237304688], [956.2379150390625, 435.6329650878906], [965.0768432617188, 534.0853881835938], [948.872314453125, 613.1058349609375], [975.87451171875, 441.44073486328125], [974.0056762695312, 381.0918273925781], [987.3369140625, 281.8167724609375], [1031.2440185546875, 476.5452880859375], [1068.0560302734375, 299.4596862792969], [1002.3526611328125, 630.510498046875], [970.0307006835938, 606.27099609375]]]	[[114.15509443555985, 357.28203058362396, 5121.1754063900535]]	[[[900.4946788052436, -1808.9799903488404, -484.0685912728789], [896.0363636058595, -1501.0377268530412, -417.0112226586561], [801.8950468578144, -1486.7987302609934, -317.12504116339676], [737.7711395398665, -1193.1712251930185, -218.58279829740292], [638.2549169799295, -933.2779195871576, -293.1987576920919], [989.1601437983824, -1488.0719456257523, -523.7147542925715], [788.6990359649391, -1377.871017601831, -786.3251206429975], [628.5727702037464, -1470.3304983187418, -792.5825893863582], [774.9817447356089, -953.8020872885959, -341.8908358103774], [718.2901248209193, -461.2395551286065, -412.5975007807608], [800.4596018347337, -72.29819911571104, -363.32062405202373], [958.4426091034765, -936.1080808192514, -493.44907248761734], [889.4551599606552, -451.30404592510814, -546.1559888407762], [914.9932070995891, -64.48432267900431, -494.1430444265906], [860.0617510480818, -943.7328882409837, -421.15422335429344], [888.4053592678216, -1212.46096730622, -403.8218488192025], [880.4098068786218, -1619.078266833549, -440.3991077019483], [597.072433230735, -855.5135513175073, -317.38793787602367], [555.6263337089638, -1520.7383187715834, -770.5783691709935], [672.2925142659641, -29.934782804223882, -462.09693477737477], [836.2463500823993, -43.57418109225131, -644.8853722136624]]]	[[-0.9030006733436706, 0.0072121553493927825, -0.4173757321534152]]	[[-74.40480041503906, -105.5824966430664, 176.65660095214844]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
